YID,label
5C7fhKQJ2SY,Tender
jV2TL_a_iJk,Funny
ypeCO6dJ0FI,Angry
QPUUVq8Dkpc,Scary
zKxxV1qxaY4,Tender
K8iyYA01aa8,Sad
h7CDbKXfpZs,Sad
ihSkSvFRa2o,Funny
_xdxyfUvKBo,Angry
9hA71h3cLeE,Happy
jZxwInGlfeo,Happy
rgzVRA673eE,Happy
dyvLps_g5b0,Tender
y6om7S_e3U4,Funny
JtACqrcjfvg,Sad
vwGxNU2RR24,Tender
m01X7DB1Py0,Tender
WQ43Wqs1-Nw,Sad
FDPgRqIRCvg,Scary
oRz2NDKrSu8,Sad
kINDPXYzCcM,Sad
7DCHpoUfrGY,Sad
JQxGh8LfijI,Happy
qFS-VLf3xpw,Tender
7mQB6zDPDtc,Tender
DX7QMBONX8M,Angry
mtU470r2w7M,Angry
mf1Ps_DWdvA,Funny
jDxslhfDsUk,Sad
TeLuIlKMNf4,Angry
rIgsaycynxc,Tender
YcAdsxzAEco,Scary
BkTzunoQvRM,Sad
O-nZMHd-05k,Happy
iv7h5gEl-EM,Sad
7ivDhCfiP14,Sad
3LFWn-S6GEY,Tender
4hrQWCKNa_4,Happy
OY9U2BTPu2I,Scary
Pt24zcUtESk,Sad
al2jFKDN_b8,Tender
B6yNn2vKCCk,Sad
ECXFnImt3UQ,Funny
3km97q4peeY,Sad
ZLRoWzdzQZI,Scary
GRU6o0x1mzA,Angry
0v6FBP5t17Q,Tender
Osi4ZSE7UnQ,Scary
olR_5tpNY2g,Tender
HCbhLXjI0tI,Sad
3S9EoS4SvfU,Sad
vc83xlqQeRk,Happy
32C6w8V7TX8,Happy
wkvV3f4Iy74,Tender
_b_Owp-A58U,Sad
CX4pU1HQmxA,Angry
smU92Nu0FmY,Scary
X3yC_20JSjQ,Tender
DzNP8rqZV4I,Tender
BH6bd9JVwtM,Happy
T9iQsL54oRs,Angry
wHK5pJVnYq0,Happy
LMGpKPavV4Q,Angry
ABXx5AJD3Ok,Scary
GIDkmIrGyFU,Sad
qKkM1ktgeKU,Sad
zVNKgw-Jdxo,Sad
-00P0fHpsCc,Tender
TdHdD1wxu_0,Sad
TTCZUSLbE-g,Scary
ELf4L56zAHM,Tender
BpYRH3lQv9E,Angry
0qV2vv330Mk,Sad
LHz6gxo6Kls,Sad
ccISM6F8JCY,Scary
2vZa36TpzXQ,Tender
wZCA7vmdsFc,Tender
HP_srag0OPQ,Angry
5ZpVhmhVYoI,Happy
4LDERSlPnSE,Tender
GMNarDXvQYo,Funny
ehl1dCF3cuA,Sad
i5Gpd6yEf1I,Tender
IupsHYsXHB4,Scary
sgdQsqhrtek,Tender
T-AuFFS0mxE,Tender
ZQpQXSYKKds,Funny
0EBwKlWtBKQ,Tender
33NT_cSHUy8,Happy
Cf1zNtZEcc8,Scary
oIb17WsVQXw,Tender
325X2wOgFUs,Tender
1XbcJ1PMJoo,Tender
o6l1CsqZtnk,Tender
B2twAe0QgjE,Tender
NGGo6MiKfGE,Tender
2yd4NWsa9RM,Tender
z4InRHlwpJY,Sad
1QUO7HWxAv8,Tender
k1oWVD4_HWw,Scary
z7ChNNY8Cck,Sad
6PFL1jLfSYA,Tender
nLcWejmdS6A,Sad
LOGKNF7JbV8,Sad
E8fia_-KEXg,Tender
GAohd8KvONo,Scary
zUrDm5M9t64,Sad
uPGMx8DcOsY,Tender
9E3Q1vfOOos,Tender
Hcq8YUOnqTs,Scary
TqiEL3na9Ts,Tender
dUz4WwQms8s,Tender
goucMlD30o0,Sad
fL-btxu3eWY,Tender
0sfVo3sfRjs,Happy
f0aEHdimnWk,Tender
DelpUEFRFg0,Angry
0khKvVDyYV4,Happy
Yu3yG52cDsI,Scary
2TolAEjEuDo,Funny
EremEyLrdUY,Happy
pYW4_Orx7eo,Tender
-O8tHCOLaUQ,Tender
TaEsN67__W0,Tender
JUVmGeoQNSg,Tender
CkSHeJJtdqA,Scary
AGthOQmic3Y,Angry
c8zdxbCbYw4,Tender
7Y0t6INp-PA,Funny
OSs0AajbAwk,Scary
0jjkDh5NOfE,Tender
7MtNmu_l7c4,Happy
8Pob6sMBjBE,Tender
g_knB_cFfWI,Sad
5S_yCdCZhVM,Sad
L7zjPa1yaxI,Tender
QqEyDz44a4M,Happy
4YfpS-OPqm4,Sad
3f67sIFe5iA,Happy
8m_JpAtoWrs,Angry
DFt2GW-tIsQ,Sad
r6KskDmkKpU,Happy
Z1cojH6zjME,Tender
3wDL1YuRdss,Angry
bYVuWtODri4,Sad
pRjMreXkB7E,Sad
2vq9nOnhZdU,Funny
1zNOjtzOhWQ,Sad
NJGo2fmUAII,Angry
jZheC-QSPRU,Scary
p-G-VNgDxIY,Tender
t7zWSM1UP58,Angry
29Kc9dsxM5w,Tender
IBEsAiJYO1s,Tender
HHAypIlco8I,Tender
AWs-bdq47aw,Sad
8WnXfe3ud4E,Angry
Eo_LTQzAY_E,Tender
U74aRTbc3Zw,Tender
YBPY2GxDagE,Happy
G5seZqO8lpw,Happy
C6tMU0B8Ops,Angry
n_7kBVjzVVU,Tender
26Vq395RFRA,Sad
wt1h0bZQBqo,Happy
AONQQ9H97SA,Tender
sBYWlkxZuv0,Tender
hBHc52KSTIc,Tender
dgeBQ-P8t50,Tender
D8sbG3L6Xug,Happy
EDy4BI83IqM,Tender
V1HqAkJOHJI,Tender
8KKGY1dAmAk,Tender
S0vQ1KqIOnk,Tender
1dinAq9XVo8,Tender
afwb-1t1PAU,Happy
1FhDPSsqfc4,Sad
neBGLxnZph8,Scary
rS2KbxilyGw,Tender
DIeCGjwYdI4,Tender
lJdlaNxRwfE,Tender
4NSf3NPd_1g,Funny
DhIdCnPycEo,Tender
9MmWB8S2YD0,Tender
YGd371YzzUE,Tender
ihK6UWDQO1A,Happy
-yca4aylIA0,Tender
02c1Df7bM_c,Tender
-L2BY3G33C0,Sad
w6U3UG8w_FA,Tender
2QZR-PCEXrY,Happy
ZGvr3SsbHxM,Tender
0abpvTgLtVo,Happy
B9HywUN2mMA,Tender
PlH7aGjAq4s,Tender
si8hGvv_B5M,Scary
C_nyf74AAmk,Angry
-aP6giLumwM,Tender
E_OZZBl-kFg,Tender
6c_5Sn3D6BE,Angry
2csY90CBigQ,Sad
UMQghyhSAQA,Sad
-TsXiRf_pEA,Scary
3id4-GBWYe4,Tender
ELNUIG4rgao,Angry
N2kFt5qOPCI,Scary
DUr2LA-aE_c,Angry
0CxbHAPqz5I,Sad
RDzt2cpj8Do,Scary
97dQz4RU5H8,Happy
4OCMc6KrqSY,Angry
z_Xz5s8HaX8,Scary
LggnaBS0vXQ,Angry
DG1oVwKG1Mc,Happy
xE0VMj6V8hg,Tender
CltSKxJiAk0,Scary
6vtYfjQhWs0,Tender
0r_gErESrKA,Tender
WEYu4kamEoc,Funny
0T75taZY-90,Funny
JleGSVNnO18,Funny
iW2I0E-dhhk,Sad
zE_oeDlUKT4,Scary
663GY6lcRnA,Happy
nmTBp3F6rWY,Scary
gTG8sPMetKc,Tender
0FC49Vn7DTo,Happy
KcoB3jXmeJk,Tender
yZGtscscjBg,Happy
-YmVXSKJ6Xs,Sad
1AIAxOdQXyA,Tender
1svLOlsgm5E,Funny
euOpQxi1mic,Scary
NbXzlmb-ir8,Sad
59SDr2CmlSE,Tender
dggIIEWCe-s,Scary
DGSTY-nuxRw,Tender
-Fzm2O4Zt-k,Funny
lmrzR9cSMRY,Sad
-ZlSNtkn5V0,Angry
DWmG-Ptdn78,Sad
6ODd7ySH_Wk,Tender
2X_aLYuPH3Q,Scary
9H_W1LeMjxI,Angry
PpjT_GwbZMo,Sad
2fDNKTI9il4,Scary
GM4SbjsAAVA,Scary
IjggY6KkklA,Angry
pa4fpzHYv1w,Happy
tJWduBZRJkE,Scary
yecyuvKM_0w,Happy
975aAqXS-cA,Tender
-0tUgm2_vRc,Funny
Cx0x4OJlskY,Tender
i3zVLEAUcL8,Sad
DJlxMHdfjUA,Tender
styjvzzpCK4,Tender
oAZcgedo-hk,Tender
8e9Cf8Pllfk,Scary
0T-YYkOHL78,Scary
NEK37ZQyotg,Tender
S1z6kRd96BI,Tender
2MVe7flqggc,Happy
-a1VIIn8SSQ,Funny
2OW2zJEi8SE,Scary
MdsRmMxkF4k,Scary
SpqVfQvT0Ww,Tender
aUHvHYmuQeo,Sad
g6EbBacA7MI,Funny
Ijs84BHW6u8,Funny
SfKnINeyPAU,Angry
wdJMZUpWHW8,Tender
1BybEibdV7E,Happy
IpexHKX0hrY,Tender
5Xy8-XwE_8c,Scary
SermRpHco3M,Tender
wkZ4Gtu1CzY,Scary
NOiEg9K4oXw,Tender
1b6twrgtgKc,Scary
HRW3-NFhUdk,Funny
gGiVeVadYgg,Funny
hlj-LQCflqE,Tender
wHMnHj5MhoY,Tender
JfkOUv67n1k,Scary
nt2rvdC75uY,Happy
JIyC6ATJxGQ,Tender
b_X9UbF5tCU,Tender
0j8RGdyncbY,Happy
AdigB79Ij64,Happy
P1HD97fyiv8,Tender
3KmiD1q5Ze0,Scary
gPN2CbnMBmI,Funny
xBg89BkMCms,Scary
IDT43OIjwHQ,Sad
CLiBLrcOUR0,Scary
xlxxWFENWr8,Scary
c2tcubfEuak,Happy
W_618EI2NTU,Sad
-zcVQYpY31M,Tender
zWrE-9_25qo,Angry
5XQvNC9Jyyk,Funny
DyFxPQEp8u0,Tender
eaf8zKyDTQw,Tender
RxlaFDO_DvM,Scary
nlsspqJCJ1A,Scary
oOLBzKgRJHA,Sad
_7YrZ095hac,Happy
Z_oop8m0T0o,Scary
OJgDHnM-b-Q,Tender
xhZRtsDVeJo,Happy
BVhzDtWvhA4,Tender
6WjmVFiTE6U,Sad
XZFmPaWQD6Y,Scary
npWyLFyJ-Fc,Funny
HRC7IUmeWWI,Tender
0DuCxFQrpmI,Scary
FzA9XD3HWSI,Tender
B4YJRBShMKM,Angry
w1-v90YEO70,Funny
uT_Xh09EbIE,Tender
19E_3mktxy8,Happy
XhafYi7VRNI,Angry
J7E8LF6fM5g,Scary
0JoY0RH7KMY,Happy
8S2EiXO3FG8,Funny
rPdRUWCa6u0,Tender
3Q0UK0aRQqM,Sad
_1jXPjerS3c,Angry
DTFdXKwjig0,Tender
mHE2cIymV08,Happy
3XMMqabTe40,Tender
wEdXiuF_BKo,Tender
X3TJl84UgMw,Scary
c_WxJDBS-4M,Tender
kU1Y2eSDNuI,Scary
sH-uyuUy1Pg,Tender
-jRpHrCpsCk,Tender
H2jAnuNt-QM,Scary
kV5wzwEo4_0,Sad
AOW-1uNi0G0,Tender
15lqd8ygfYA,Tender
wBha6uFo9xA,Funny
uh4cTYK-N0c,Tender
NSenhqqU40Q,Sad
ARgRP6HDfis,Happy
7FciHWqGanI,Tender
TuLYX5r0YBI,Angry
6U1GeownVWw,Scary
qRu5T8rhFE8,Happy
J6lrdGbVeok,Scary
M12hb15W5cw,Scary
M_HOj_d6xQc,Funny
MCNj8JQ27b4,Scary
F_Kk8p-13Zk,Tender
rU0rbpRhE6Y,Scary
hHrO-M_JxZU,Tender
_agYejnNkRY,Happy
0zH2SyqP8QU,Sad
-hRhgb9uVJY,Happy
DGJ4gzodefU,Tender
6owySPRHiyM,Angry
GCU-eIXT3ko,Happy
mU8r9J3LKzQ,Angry
Gc3QwFEgSNI,Tender
tFivMOrd4mU,Tender
JAoX13HEbyw,Tender
M0q_0-DX098,Funny
MDXbwZfyDAc,Tender
Sn4Vu9TH1-E,Tender
50J2UdYcG3o,Happy
GXcLhWV1Vf8,Tender
2qytMWwkzxI,Tender
K5bdRqkx9ow,Tender
zq1IBIHNAFM,Tender
31DNFoW3NAw,Tender
tdIW_bseaXY,Sad
XPdbBY18ZPs,Happy
spEsV9-Q8OY,Funny
KXTmid4FLaA,Tender
-O5ZXAe5Xdw,Tender
42WpbKVpIOk,Tender
6k03Awjo0Pk,Scary
1zXE2rL-iAU,Tender
kTE_ejeu9LI,Tender
5WozY_nhnJw,Tender
cXCoqC0hlzc,Tender
Buf1uDFYSXk,Scary
2dzVovzd0pA,Happy
ov901lTkwfs,Funny
2sRO5cGo5Rc,Funny
404T4AubqoA,Tender
VMDaD0_uXa0,Scary
pghXltboUDE,Happy
ibIwOO5n_6k,Funny
-eM3hPMCvN4,Scary
fa9GFWLQu6Q,Tender
usDxqKDYgVc,Scary
1U6Gj45sQEo,Tender
U1ll83Wf_Js,Sad
3e9EWBKN41g,Tender
WO1mydPq9hA,Tender
Qsakus11dHQ,Funny
CyZS5Mcocu0,Funny
4VUsspPaxWQ,Scary
fm5KjIstsMU,Sad
Rse7EpMce3Q,Tender
DGDVrJBV35k,Funny
5Sx3jOE_pBs,Funny
V3MWFHNJTcY,Tender
hrQ9u-uOoeI,Funny
khCl8eZFMPQ,Tender
WXAzTi2ZFUU,Sad
WkPddnJ_DHA,Funny
4F5FXnNH8Bg,Tender
k_X_qCXFl7Q,Funny
m4tMdNrYlUk,Sad
B9w01p2I5h4,Sad
cGHvqB9V7us,Scary
8xfvY2n2_fI,Tender
RBDKGg-qip4,Scary
eTwCY3rpp80,Tender
NNyQlX59jfw,Angry
eigMZiNHdtc,Tender
jSq85jaXdzE,Happy
rBFLHhdy3S8,Tender
21SBiEoT9bc,Scary
mi5DEm888zY,Sad
dQSU_D0b4WE,Funny
Ataja5Oi1UY,Sad
57I20gtkqmI,Happy
dnwKaWxXfE0,Scary
2nt8CXwMTII,Angry
ef8tKgEMqxU,Sad
ys8K8ZzyeeY,Scary
16F5fdORzSo,Sad
tgI6pGaKWAw,Happy
z0WQZoSYRrY,Angry
_BYIipC33ic,Tender
-7eqp_elTgk,Tender
qOqEK7-eJ_A,Funny
PKBogsGvb7I,Angry
VyZzVcnlT3A,Angry
tF1J67jEmZY,Scary
jbxGca9CHos,Happy
R4UlBvZJLTw,Funny
2kxNFFcS1_k,Scary
0K55wwPK5M4,Sad
9_5yql6qPA8,Funny
0_63yO9l2pA,Funny
AxUcFnjykPc,Scary
TpjjbwGGMcc,Funny
darQBSIlol8,Scary
eSVXqfkSCLs,Scary
ORvVfDU2MtI,Sad
KWQL1BX17ok,Tender
6CaRDrhvWto,Scary
uSYxy2JaK6M,Tender
pWzUWM-cdPc,Tender
miSTvq7cnB8,Angry
08OHErzFfTw,Tender
YRnFQMybTUQ,Happy
nrl4_xbIJ_g,Funny
oqdqCivdrEo,Tender
Wh2gvSc8rls,Sad
RWLt8FjNbYE,Happy
rOn6IPrdXUo,Happy
-hMAhp9kqMo,Sad
UT3YBDgI5QY,Angry
9ESqb2oAqlw,Angry
haT2fmgyHag,Tender
fLMfDyGil5c,Angry
OWDA7Obdy0I,Tender
XbyDJaj6p4g,Tender
4bVvH1JNrZ0,Sad
-gsW4JwO_8E,Sad
Jcr_0Ks25h4,Tender
sQMzHk9MRAI,Tender
YjAKLN5v4cM,Tender
BBUK35ViCIE,Funny
479RcLC-kxE,Sad
-o0ZtQIkM60,Scary
CFZ1klaAuLA,Scary
-KO9pQiU1_I,Happy
52qVl4Kxxuw,Funny
bSzXdP1JDvY,Angry
m1XdpDlKJCQ,Scary
ubQpDVJ0JLU,Happy
2jd6c-PMJ6k,Angry
4pilbXcHSc0,Funny
ZP9HwYmjGAY,Tender
nHkduAfDzkg,Happy
9MX842-iIuU,Happy
EBe9FYGL0pk,Scary
DqngMpdX6CU,Tender
QpDavm3wJeo,Funny
1Fhx4OGLaqw,Sad
Jp_NBXkiq2M,Funny
ATCO5I2WxKA,Scary
VkF2fXFWSgE,Tender
dvw2N-FZyXM,Tender
xjGL7W55Ydw,Sad
7zRJtkcOAVo,Tender
sC9Cxxbw-Ac,Tender
6nXRSUkJw9Y,Tender
0VNXzM_0Dnk,Sad
jv84ZA9pf9k,Tender
49G0NnQrzyk,Tender
5TYuJPiAfnA,Tender
UHYDEDzfWUc,Tender
r8nWPk3CFWQ,Funny
0IG3_L74SDk,Tender
NNPkW-u8Lkg,Funny
6yjO4jML2_s,Scary
9Ctr4rrWsJE,Tender
p9EX2IOvjKo,Sad
wTMi-8PuMu8,Angry
BezURc8SSsA,Sad
kiWjSI_SusI,Scary
Rsuf8u_Ov2E,Funny
0ZROtM3Z1sw,Sad
4PkuH_cbFeg,Tender
1EGFBz8AtIg,Scary
3AF3r29T-yA,Tender
wO7mI3Zkh4M,Tender
Ri4ca5fFC54,Scary
2Eshig-Yd2A,Tender
fYlx6e9g_ys,Tender
fWaaidKzU90,Funny
-wj357iAcFw,Scary
RWZPm2NAiO4,Tender
9bir9yPR6qI,Scary
0JgxU2ywsqM,Tender
SV8gg09Yolo,Scary
dAmASOGj3ds,Funny
bJ7KU8EmNJY,Tender
XYO4Ouw305A,Angry
rTYw9OEqBo4,Funny
B5UEPmYtwoc,Scary
4-AT7mOMirc,Tender
q5gw6u8QOJ8,Angry
0lmOAv616co,Tender
UYllxFZPvYI,Tender
3c9FcFJ0Kmg,Happy
DM7RIUgYIoU,Sad
rV7RNGcyt54,Scary
ueKwo5REHl8,Sad
143UUQxCwWQ,Scary
lxf2GLO682E,Tender
z7eehYHngQI,Funny
yqA9cQy62Q0,Scary
vP_TvIixp78,Tender
jDUcTdF5Rb8,Angry
4n5ykX2OpJY,Funny
6ax8v-yc2r4,Tender
f7PxELZh6dw,Happy
SxfI1JM6N58,Tender
xdK6t6B5zyw,Sad
bFqkzxoCxnM,Tender
J6CscK1VYTk,Funny
0Se5FFY2f78,Tender
7AH-g2EjgfM,Tender
iXXpETTjxNw,Happy
naVUjcd39Eo,Scary
cwMwS6NSp3c,Happy
RIvCohpqXdY,Tender
Nuks8XFdGMk,Scary
-ZZ7vIWvDU0,Tender
EelErfXgAtA,Angry
096aIn8Ct4M,Happy
CMalY-VSn0g,Sad
IYeekRidKdA,Angry
akWqX6f2NvQ,Happy
Fc1bhD3d7LY,Tender
SNTWGIOY2x0,Tender
xQVXr-8UY68,Funny
2J5_33p37fA,Sad
vl3zAW9MRiQ,Happy
-Hdl1oTLlB4,Tender
0ZkzugzrAgk,Angry
287xcxZptdw,Tender
2_cC8SB8NvM,Tender
1T_RvtxV_Qk,Sad
KGIaPsODw9w,Funny
ZAYijJ0No8U,Happy
1fvaVH3V6n8,Happy
OstCFva_FpE,Tender
4_gKR4idGXU,Tender
XTC1ZhJb0Qs,Sad
Drxw-UCM9yA,Sad
UdbYkfF4gbA,Tender
pPzdQBMQAc0,Happy
1ITBoe-smAg,Scary
xr7gpLlchjQ,Funny
HJE_3Anf9Vo,Tender
OPXZ3vbWuVI,Tender
8APuzVsKz5g,Angry
6ZbRZ0cEUR8,Tender
5Ofr9Xye4Rc,Angry
K2YHkMOeBag,Happy
1EOyxO-JsPs,Tender
YVg-WmP7Vzs,Scary
QBMdSmYGPFs,Tender
wgWiX8NF9tQ,Tender
BBrhhFWv0h4,Happy
-8j7stC2WVg,Tender
ebpu0axYrQo,Scary
_hu5htnp1yw,Sad
2yavZgptDiQ,Tender
ktrmxD589qM,Tender
XqnKI7DPcgE,Sad
c0fUVpfthCA,Sad
WLH5BgHxL24,Tender
LFuYGOvu0ZI,Tender
hsdgwa3G91A,Scary
MfPbkRpLvcI,Scary
fNUEgo6dkpc,Tender
ILzk9VCDC_g,Happy
15rTVxxEfvE,Tender
BoJocKwv7RE,Tender
3VAdO56K-Mg,Funny
ODSo-rXlBik,Tender
EYDK7d044tY,Funny
Rc4VOTrndQs,Sad
dj5ZweRrvtU,Sad
NaM_GhdZ2-s,Tender
XSY3XWdEPcY,Scary
7zWdkggDHg0,Sad
HcLB5DyucY0,Tender
m6XtxKnLSiU,Angry
HfCYSXQdWxo,Angry
9VEwNgl_LK8,Funny
MgfJRt4YWBg,Angry
-V1XygmSRgk,Angry
JCQMrGmoo9Q,Tender
8rYQeq3o2Fc,Sad
mwwnfWgV_5U,Angry
TmcVSVyu3g8,Tender
0oPbRzBWF8I,Tender
YZW04Hw93jQ,Scary
yJdTcP0ouxc,Sad
3OUOmCcXRa4,Tender
u7KlAVzrpxM,Funny
LrNDHVMIQ1A,Happy
0hI587RuS1w,Happy
yR4FB_fhIbg,Happy
KJdabiWL9Lk,Sad
rNinZ55Gi4I,Happy
-rZ28KjecoQ,Happy
lKyVWRZKXO8,Tender
Wgt4xGjh4Bw,Sad
nwH0GSg5sRA,Sad
4jG6aL-V1So,Scary
0xhTmYhNxv8,Tender
ZbOX34lKVEE,Tender
4HhJneiP-hY,Scary
2UtB07kRJcc,Tender
qO7uv0tT0nE,Scary
1yBhLU5oPFc,Tender
u7pyY_Cf4_g,Tender
0xpUUA1R5ow,Funny
FmgJQ-rvZGE,Scary
yUfTkDusukg,Sad
9zo7ceuVmMU,Tender
giPa2vVEyVc,Sad
7R45Y-1Q2Yc,Tender
Uwh0-pzhtEs,Sad
1RXdO2YodkI,Tender
AQYcDqX942o,Funny
1WBzvyay3LE,Angry
OmrM-_Nx_gU,Scary
Hl_xlru36zA,Sad
WH9zYwTkE_Y,Angry
LE5UDvuhkQE,Tender
jjg0TCq3wbY,Sad
6YlGSuNx8gM,Tender
dgG87FIoGT8,Sad
ndHTMXCf_D8,Angry
qNSlhfQiLm0,Sad
4UAGN8WGK7o,Tender
VpfvECdb2ds,Tender
rxcZ9ulytqg,Sad
RJl-X_GKEK0,Sad
vWhuHpAqWgM,Tender
RZJYLrgRAMw,Sad
Pl81WvFIEsY,Scary
977gktKZYhA,Funny
FpjC4sfBY3w,Sad
Vfe0wJLhfHc,Funny
5cctB0haiFI,Sad
2aSxwT32KDg,Tender
2WkMKo8Jk1A,Funny
W2YYvjPr_Io,Tender
tObGVO5Y2S0,Funny
YihryH-WJyI,Angry
NAEriKozxOs,Happy
Q3a0x94pcMQ,Sad
8DadSS-PFko,Sad
DWUMNQStieQ,Sad
4lLLTPEbrVw,Scary
O0JIP3sot1U,Tender
6jBFu9c40jM,Sad
XgdrF7XJGIk,Funny
t2OQ88MGGIA,Tender
G2FgbZPN9s0,Angry
BRGMQI1i_lI,Tender
71iiFe5b8Gw,Happy
rQMjvh6sgRA,Angry
tSBpt7fMJYo,Angry
-Y2Z6g-OBAc,Tender
A3vatEwywt0,Sad
YFB10fwe5U4,Happy
RCKUfloksr4,Funny
0KV6ybnWnK8,Tender
